s,x,y,kappa,altitude(m)
467.9358327,-222.3484046,411.7534848,0.000528676,10.029
468.9356956,-222.8315274,412.6289023,0.000521109,10.057
469.9355585,-223.3145867,413.504352,0.000509955,10.086
470.9354214,-223.7968879,414.3802088,0.000495278,10.114
471.9352843,-224.278589,415.256388,0.000477266,10.142
472.9351472,-224.7599383,416.1327562,0.000456187,10.171
473.9350101,-225.2411843,417.0091799,0.000432301,10.199
474.934873,-225.7225604,417.885534,0.000405829,10.227
475.9347359,-226.204127,418.7617858,0.000376971,10.256
476.9345988,-226.6858341,419.637962,0.000345977,10.29
477.9344617,-227.1676299,420.5140905,0.000313443,10.33
478.9343245,-227.6494628,421.3901989,0.000280485,10.369
479.9341874,-228.1312829,422.266314,0.000248398,10.407
480.9340503,-228.6130466,423.1424594,0.000217966,10.444
481.9339132,-229.0947119,424.0186581,0.000188192,10.48
482.9337761,-229.5762365,424.8949332,0.000155001,10.515
483.933639,-230.0575825,425.7713054,0.000111234,10.55
484.9335019,-230.5388315,426.6477303,4.77E-05,10.583
485.9333648,-231.0201976,427.5240917,-4.46E-05,10.615
486.9332277,-231.5019017,428.4002696,-0.000171512,10.646
487.9330906,-231.9841649,429.276144,-0.000333745,10.676
488.9329534,-232.4671443,430.1516291,-0.000527183,10.705
489.9328163,-232.9506073,431.0268484,-0.000745001,10.733
490.9326792,-233.4341746,431.9020043,-0.000981795,10.761
491.9325421,-233.9174666,432.7772992,-0.001236997,10.787
492.932405,-234.4001062,433.6529345,-0.001516127,10.812
493.9322679,-234.8819423,434.5289971,-0.001829244,10.836
494.9321308,-235.3632318,435.4053684,-0.002187043,10.86
495.9319937,-235.8442741,436.281908,-0.002596677,10.882
496.9318566,-236.3253688,437.1584755,-0.003058657,10.903
497.9317195,-236.8067838,438.0349419,-0.003566763,10.924
498.9315824,-237.2884479,438.9112965,-0.004110394,10.943
499.9314452,-237.7700837,439.7876015,-0.004678282,10.962
500.9313081,-238.2514108,440.6639197,-0.00526218,10.979
501.931171,-238.7321487,441.5403141,-0.005858056,10.996
502.9310339,-239.2122612,442.4168067,-0.006465187,10.991
503.9308968,-239.6924723,443.2932916,-0.007083839,10.977
504.9307597,-240.1736541,444.1696382,-0.007712586,10.962
505.9306226,-240.6566786,445.0457158,-0.008347187,10.946
506.9304855,-241.1420704,445.921529,-0.008980815,10.929
507.9303484,-241.6242003,446.7994789,-0.009605292,10.912
508.9302113,-242.0921606,447.6840224,-0.010212905,10.893
509.9300741,-242.5348729,448.5796826,-0.010797669,10.873
510.929937,-242.9414699,449.4908984,-0.0113557,10.853
511.9297999,-243.3119089,450.4177795,-0.011885022,10.831
512.9296628,-243.6619396,451.3541199,-0.01238476,10.809
513.9295257,-244.0085607,452.2932138,-0.012854204,10.786
514.9293886,-244.3687669,453.2283571,-0.013292289,10.762
515.9292515,-244.75071,454.1558899,-0.013697106,10.737
516.9291144,-245.1350454,455.0816191,-0.01406584,10.712
517.9289773,-245.4970995,456.0131861,-0.014395249,10.686
518.9288402,-245.812199,456.9582325,-0.014682271,10.659
519.9287031,-246.0630826,457.9221963,-0.014925134,10.633
520.9285659,-246.2647659,458.9009213,-0.015124382,10.607
521.9284288,-246.4410471,459.8876408,-0.015283129,10.58
522.9282917,-246.6157249,460.8755876,-0.015406577,10.553
523.9281546,-246.8080259,461.8591431,-0.015500443,10.526
524.9280175,-247.0116688,462.8390955,-0.015568708,10.498
525.9278804,-247.2115294,463.8184537,-0.015612411,10.469
526.9277433,-247.3924752,464.8002291,-0.015629962,10.441
527.9276062,-247.5403098,465.7872581,-0.015619514,10.413
528.9274691,-247.654852,466.7797603,-0.01558277,10.385
529.927332,-247.7467091,467.775941,-0.015527637,10.358
530.9271948,-247.8267662,468.7739537,-0.015468497,10.331
531.9270577,-247.905764,469.771972,-0.015423444,10.304
532.9269206,-247.9874284,470.7691436,-0.015409256,10.276
533.9267835,-248.0654634,471.7660089,-0.015436288,10.248
534.9266464,-248.1328028,472.763215,-0.015505465,10.221
535.9265093,-248.1823814,473.7614089,-0.015609032,10.202
536.9263722,-248.2088815,474.7609403,-0.015734774,10.182
537.9262351,-248.212503,475.7612203,-0.015872382,10.164
538.926098,-248.1945313,476.7614753,-0.016018373,10.147
539.9259609,-248.1562521,477.7609317,-0.01617688,10.131
540.9258238,-248.099205,478.7589856,-0.016356105,10.115
541.9256866,-248.0261642,479.7558578,-0.016561974,10.101
542.9255495,-247.9402787,480.7520198,-0.016792939,10.088
543.9254124,-247.8446977,481.747943,-0.017038682,10.076
544.9252753,-247.7418624,482.7439321,-0.017283587,10.065
545.9251382,-247.6274615,483.7387017,-0.017512833,10.055
546.9250011,-247.493439,484.7300844,-0.017718148,10.047
547.924864,-247.3316994,485.7159037,-0.017900642,10.042
548.9247269,-247.1349324,486.6941921,-0.018068736,10.039
549.9245898,-246.9083809,487.6663271,-0.018233244,10.04
550.9244527,-246.6673782,488.6363751,-0.018401426,10.043
551.9243155,-246.4275427,489.6084782,-0.018573062,10.047
552.9241784,-246.2042565,490.5867018,-0.018741255,10.05
553.9240413,-245.9968294,491.5698966,-0.018896367,10.054
554.9239042,-245.7785225,492.5484613,-0.019031409,10.059
555.9237671,-245.520217,493.5120222,-0.019145655,10.068
556.92363,-245.1932268,494.4503655,-0.019244311,10.085
557.9234929,-244.7914014,495.3615924,-0.019335545,10.111
558.9233558,-244.3416914,496.2560173,-0.019426234,10.142
559.9232187,-243.8736915,497.1449304,-0.019518918,10.177
560.9230816,-243.4165102,498.0394118,-0.019611453,10.213
561.9229445,-242.9796676,498.9420649,-0.019698951,10.249
562.9228073,-242.5468248,499.8443037,-0.019776722,10.287
563.9226702,-242.0998723,500.7367763,-0.019842493,10.327
564.9225331,-241.6207284,501.6101463,-0.019896798,10.373
565.922396,-241.1007125,502.4604224,-0.019941474,10.425
566.9222589,-240.5542027,503.2967233,-0.019977675,10.482
567.9221218,-239.9990484,504.1301412,-0.020004541,10.558
568.9219847,-239.4530986,504.9717683,-0.020018958,10.644
569.9218476,-238.9289017,505.8289273,-0.020016632,10.728
570.9217105,-238.4107282,506.6888334,-0.0199935,10.811
571.9215734,-237.8734574,507.5320237,-0.01994673,10.896
572.9214362,-237.2919622,508.3390306,-0.01987514,10.985
573.9212991,-236.647036,509.0951733,-0.019779229,11.079
574.921162,-235.9527479,509.8126729,-0.01966111,11.176
575.9210249,-235.2347839,510.5131423,-0.019524558,11.276
576.9208878,-234.518842,511.2182041,-0.019374659,11.376
577.9207507,-233.8258025,511.9449959,-0.019216284,11.474
578.9206136,-233.1468916,512.6830474,-0.019051052,11.571
579.9204765,-232.4620618,513.4113928,-0.018874967,11.668
580.9203394,-231.7512434,514.1090454,-0.018678016,11.767
581.9202023,-230.9968452,514.757726,-0.018446548,11.869
582.9200652,-230.2035464,515.36348,-0.018168909,11.974
583.919928,-229.387797,515.9452093,-0.0178408,12.08
584.9197909,-228.5661537,516.5219325,-0.017468597,12.187
585.9196538,-227.7537137,517.110811,-0.017069611,12.294
586.9195167,-226.9495366,517.7086008,-0.016668259,12.399
587.9193796,-226.1427596,518.2994326,-0.016289593,12.485
588.9192425,-225.3223724,518.8672495,-0.015952404,12.533
589.9191054,-224.4778292,519.396704,-0.015664858,12.58
590.9189683,-223.6087307,519.8879466,-0.015423883,12.627
591.9188312,-222.7245393,520.3561911,-0.01521952,12.674
592.9186941,-221.8351249,520.8172729,-0.015041645,12.721
593.9185569,-220.9503039,521.2869374,-0.014885144,12.767
594.9184198,-220.0744752,521.7716977,-0.014752867,12.814
595.9182827,-219.2020047,522.260972,-0.014653849,12.862
596.9181456,-218.3261716,522.7423264,-0.014599371,12.908
597.9180085,-217.4402549,523.2033268,-0.014598804,12.955
598.9178714,-216.539037,523.6342694,-0.01465647,13.001
599.9177343,-215.6244451,524.0384272,-0.014771539,13.047
600.9175972,-214.7005268,524.4229246,-0.01493922,13.093
601.9174601,-213.77133,524.7948867,-0.015153381,13.138
602.917323,-212.8407817,525.1613716,-0.0154084,13.183
603.9171859,-211.911386,525.5286545,-0.015699324,13.228
604.9170487,-210.9847234,525.9025017,-0.016021342,13.274
605.9169116,-210.0623587,526.2886711,-0.016367676,13.319
606.9167745,-209.1458546,526.6929128,-0.016728971,13.365
607.9166374,-208.2344748,527.113474,-0.017094562,13.411
608.9165003,-207.3209004,527.5271168,-0.017454372,13.457
609.9163632,-206.3966417,527.9067813,-0.017801701,13.503
610.9162261,-205.4532136,528.2254207,-0.01813381,13.547
611.916089,-204.48593,528.4668856,-0.018449957,13.589
612.9159519,-203.5008411,528.6458216,-0.018748535,13.631
613.9158148,-202.50588,528.782275,-0.019024282,13.671
614.9156776,-201.5089076,528.8961923,-0.019267781,13.71
615.9155405,-200.5142968,529.0026992,-0.01946786,13.749
616.9154034,-199.5214497,529.1100505,-0.019615282,13.788
617.9152663,-198.529388,529.2259755,-0.019706061,13.827
618.9151292,-197.5371335,529.3582035,-0.019742454,13.768
619.9149921,-196.5439511,529.50782,-0.019730959,13.707
620.914855,-195.5500512,529.6500939,-0.019678645,13.646
621.9147179,-194.5558739,529.7540239,-0.019589515,13.583
622.9145808,-193.5618591,529.7886127,-0.019462845,13.518
623.9144437,-192.5683043,529.7357975,-0.019294357,13.451
624.9143066,-191.5750477,529.6191712,-0.019079183,13.383
625.9141694,-190.581835,529.470696,-0.018815272,13.314
626.9140323,-189.5884126,529.3223202,-0.018505628,13.245
627.9138952,-188.5946862,529.1958169,-0.018158364,13.178
628.9137581,-187.601004,529.0848074,-0.017785261,13.11
629.913621,-186.6077898,528.9780853,-0.017399849,13.043
630.9134839,-185.6154674,528.8644438,-0.017015272,12.977
631.9133468,-184.624516,528.7333209,-0.016642764,12.91
632.9132097,-183.6359332,528.5802075,-0.016290524,12.844
633.9130726,-182.6510007,528.4039108,-0.015962697,12.777
634.9129355,-181.6710031,528.2032719,-0.015659127,12.712
635.9127983,-180.6971286,527.9773698,-0.015375482,12.646
636.9126612,-179.7289068,527.72937,-0.01510394,12.582
637.9125241,-178.7644723,527.4658764,-0.01483425,12.518
638.912387,-177.801916,527.1936,-0.014555485,12.454
639.9122499,-176.8393666,526.9191418,-0.014258603,12.392
640.9121128,-175.877052,526.6429974,-0.013938465,12.33
641.9119757,-174.9183609,526.3564673,-0.013595767,12.268
642.9118386,-173.9669439,526.0500916,-0.013237033,12.208
643.9117015,-173.0264462,525.7144233,-0.012872503,12.149
644.9115644,-172.0982791,525.3457467,-0.0125132,12.091
645.9114273,-171.1781216,524.9550537,-0.012166705,12.035
646.9112901,-170.2607458,524.5556625,-0.011834384,11.979
647.911153,-169.3409238,524.1608914,-0.01151055,11.925
648.9110159,-168.414505,523.7815182,-0.011183738,11.87
649.9108788,-167.4847135,523.4109306,-0.010840238,11.817
650.9107417,-166.5578619,523.0352334,-0.010468113,11.764
651.9106046,-165.6402732,522.6405063,-0.010060974,11.713
652.9104675,-164.7380031,522.2134101,-0.009619591,11.664
653.9103304,-163.8514035,521.7529848,-0.009151234,11.616
654.9101933,-162.9753645,521.2701259,-0.008666931,11.571
655.9100562,-162.1045566,520.7762053,-0.008177585,11.527
656.909919,-161.2336718,520.2825504,-0.007691687,11.483
657.9097819,-160.3598571,519.7953991,-0.007214117,11.441
658.9096448,-159.4849568,519.3112524,-0.006746314,11.4
659.9095077,-158.6113448,518.8255128,-0.006287704,11.359
660.9093706,-157.7413951,518.3335827,-0.005836719,11.32
661.9092335,-156.877153,517.8314853,-0.005392034,11.282
662.9090964,-156.0181462,517.3199947,-0.004953836,11.246
663.9089593,-155.1627394,516.8020805,-0.004524259,11.211
664.9088222,-154.309291,516.2807243,-0.004107267,11.177
665.9086851,-153.4561672,515.7588929,-0.003707765,11.145
666.908548,-152.6023788,515.2383717,-0.003329794,11.113
667.9084108,-151.7480486,514.7189083,-0.002975039,11.082
668.9082737,-150.8934094,514.200048,-0.002642189,11.052
669.9081366,-150.038694,513.6813364,-0.002327451,11.024
670.9079995,-149.1841181,513.1623525,-0.002026651,10.996
671.9078624,-148.3297226,512.6430164,-0.001737666,10.969
672.9077253,-147.4754464,512.1234475,-0.001462039,10.944
673.9075882,-146.621227,511.6037674,-0.001205105,10.919
674.9074511,-145.7670019,511.0840979,-0.000974292,10.896
675.907314,-144.9127263,510.5645267,-0.000776166,10.873
676.9071769,-144.0584076,510.0450392,-0.00061375,10.852
677.9070397,-143.2040632,509.525602,-0.000485373,10.831
678.9069026,-142.3497101,509.0061817,-0.00038508,10.814
679.9067655,-141.4953651,508.4867458,-0.00030472,10.8
680.9066284,-140.6410344,507.9672821,-0.000236802,10.786
681.9064913,-139.7867137,507.4477992,-0.000176432,10.772
682.9063542,-138.9323979,506.9283066,-0.000122158,10.759
683.9062171,-138.0780822,506.4088139,-7.55E-05,10.745
684.90608,-137.2237623,505.8893293,-3.93E-05,10.731
685.9059429,-136.3694379,505.3698531,-1.55E-05,10.717
686.9058058,-135.51511,504.850383,-4.39E-06,10.703
687.9056687,-134.6607797,504.3309168,-3.22E-06,10.69
688.9055315,-133.806448,503.8114522,-6.70E-06,10.676
689.9053944,-132.9521164,503.2919866,-8.54E-06,10.655
690.9052573,-132.0977873,502.7725171,-3.53E-06,10.631
691.9051202,-131.2434629,502.2530405,9.50E-06,10.608
692.9049831,-130.3891457,501.7335539,2.60E-05,10.586
693.904846,-129.5348373,501.2140551,3.60E-05,10.565
694.9047089,-128.6805312,500.6945535,2.61E-05,10.546
695.9045718,-127.8262159,500.1750652,-1.77E-05,10.527
696.9044347,-126.9718795,499.6556066,-0.000106204,10.509
697.9042976,-126.1175106,499.1361939,-0.0002452,10.492
698.9041604,-125.2631101,498.6168255,-0.000433976,10.477
699.9040233,-124.4087198,498.0974413,-0.000666337,10.462
700.9038862,-123.5543897,497.5779698,-0.000932787,10.449
701.9037491,-122.7001695,497.0583395,-0.001223624,10.436
702.903612,-121.8461053,496.5384845,-0.001530702,10.424
703.9034749,-120.9921336,496.0184959,-0.001848021,10.414
704.9033378,-120.1380729,495.4986343,-0.002171534,10.404
705.9032007,-119.2837354,494.979169,-0.002498173,10.396
706.9030636,-118.4289337,494.4603693,-0.002825116,10.388
707.9029265,-117.5735748,493.9423686,-0.003149132,10.382
708.9027894,-116.7181391,493.4244783,-0.00346577,10.376
709.9026522,-115.8633213,492.9057025,-0.003768619,10.372
710.9025151,-115.0098162,492.3850445,-0.004049286,10.369
711.902378,-114.1583094,491.8615217,-0.004297944,10.38
712.9022409,-113.3084232,491.3356757,-0.004504372,10.397
713.9021038,-112.4577639,490.8109386,-0.004659544,10.414
714.9019667,-111.6037129,490.2910655,-0.004757233,10.431
715.9018296,-110.7436514,489.779811,-0.004794839,10.448
716.9016925,-109.8757417,489.2798177,-0.00477344,10.464
717.9015554,-109.0066694,488.7815829,-0.004697148,10.48
718.9014183,-108.1483679,488.2681266,-0.004571789,10.497
719.9012811,-107.3128477,487.7223594,-0.004403459,10.514
720.901144,-106.5095036,487.1309193,-0.004197663,10.533
721.9010069,-105.7325689,486.5020543,-0.003958829,10.554
722.9008698,-104.9708259,485.8517809,-0.003690185,10.575
723.9007327,-104.2130499,485.1961257,-0.003393955,10.596
724.9005956,-103.4503233,484.54781,-0.003071736,10.617
725.9004585,-102.6824192,483.9071025,-0.002724965,10.638
726.9003214,-101.911157,483.2713406,-0.002355516,10.658
727.9001843,-101.138356,482.6378611,-0.001966481,10.679
728.9000472,-100.3658175,482.0040272,-0.001562982,10.699
729.8999101,-99.59459643,481.3682752,-0.001152466,10.72
730.8997729,-98.82475084,480.7304753,-0.000744394,10.74
731.8996358,-98.05626926,480.0905973,-0.000349409,10.761
732.8994987,-97.28914025,479.4486112,2.20E-05,10.782
733.8993616,-96.52303215,478.8049294,0.000361204,10.803
734.8992245,-95.75495693,478.1636358,0.000662079,10.823
735.8990874,-94.98061227,477.5306304,0.000921543,10.844
736.8989503,-94.19568649,476.9118263,0.001138845,10.864
737.8988132,-93.39590624,476.3130842,0.00131428,10.883
738.8986761,-92.58023093,475.7358494,0.001447029,10.902
739.898539,-91.75325584,475.17387,0.00153368,10.92
740.8984018,-90.92014234,474.6201207,0.001568086,10.938
741.8982647,-90.08605177,474.0675762,0.001542614,10.956
742.8981276,-89.2558874,473.5095637,0.001451377,10.974
743.8979905,-88.43096206,472.9443143,0.001293142,10.992
744.8978534,-87.60995706,472.3736527,0.001072856,11
745.8977163,-86.79149326,471.7994864,0.000801473,11.003
746.8975792,-85.97419151,471.2237228,0.000493861,11.03
747.8974421,-85.1567247,470.6481963,0.000166026,11.057
748.897305,-84.33815829,470.0741907,-0.000167962,11.083
749.8971679,-83.51773676,469.5027385,-0.00049799,11.108
750.8970308,-82.69470549,468.9348711,-0.000818244,11.131
751.8968936,-81.86830988,468.3716198,-0.001125841,11.154
752.8967565,-81.03850398,467.813051,-0.001418361,11.176
753.8966194,-80.208348,467.2550021,-0.001692406,11.196
754.8964823,-79.38175295,466.6921523,-0.00194325,11.216
755.8963452,-78.56262987,466.1191805,-0.002165534,11.234
756.8962081,-77.75487541,465.5307855,-0.002354595,11.251
757.896071,-76.9601067,464.9247715,-0.002507115,11.266
758.8959339,-76.17518938,464.3054165,-0.002621341,11.279
759.8957968,-75.39639503,463.6778077,-0.002697076,11.291
760.8956597,-74.61999522,463.0470323,-0.002735625,11.302
761.8955225,-73.84245368,462.4179136,-0.002739487,11.311
762.8953854,-73.06267996,461.7919152,-0.002712192,11.32
763.8952483,-72.28126841,461.168186,-0.002658078,11.328
764.8951112,-71.49884666,460.5458295,-0.002581783,11.334
765.8949741,-70.71604233,459.9239491,-0.002487703,11.339
766.894837,-69.93344568,459.3017187,-0.002379526,11.344
767.8946999,-69.15149247,458.6786049,-0.002259929,11.347
768.8945628,-68.37057848,458.0541498,-0.002130775,11.349
769.8944257,-67.5910995,457.4278953,-0.001993694,11.349
770.8942886,-66.81344646,456.7993895,-0.001850533,11.349
771.8941515,-66.0377636,456.1684727,-0.001703289,11.347
772.8940143,-65.26383732,455.53541,-0.001553473,11.344
773.8938772,-64.49142589,454.9004997,-0.001400962,11.34
774.8937401,-63.72028758,454.2640403,-0.001243594,11.335
775.893603,-62.95010734,453.6264189,-0.001077494,11.328
776.8934659,-62.17991303,452.9888176,-0.000898079,11.321
777.8933288,-61.40838611,452.3528377,-0.000701654,11.312
778.8931917,-60.63420493,451.7200844,-0.000486687,11.302
779.8930546,-59.85604862,451.0921618,-0.00025405,11.291
780.8929175,-59.07370838,450.4693308,-6.50E-06,11.28
781.8927804,-58.29028432,449.8478552,0.000252261,11.285
782.8926432,-57.50948925,449.2232591,0.000518796,11.292
783.8925061,-56.73503599,448.5910662,0.000790884,11.3
784.892369,-55.97003157,447.9475271,0.001067211,11.306
785.8922319,-55.2124909,447.2949994,0.001346953,11.312
786.8920948,-54.45788161,446.638896,0.001629327,11.318
787.8919577,-53.70165241,445.9846524,0.001913037,11.324
788.8918206,-52.93942961,445.3374944,0.002196342,11.33
789.8916835,-52.17015944,444.6987246,0.00247747,11.337
790.8915464,-51.39573124,444.0661681,0.002754655,11.345
791.8914093,-50.61813635,443.4375293,0.003025991,11.352
792.8912722,-49.83936605,442.8105128,0.003289287,11.36
793.891135,-49.0612202,442.1829828,0.003541886,11.367
794.8909979,-48.28477688,441.5534048,0.003780678,11.367
795.8908608,-47.51094419,440.9203865,0.004002413,11.354
796.8907237,-46.74063021,440.2825352,0.004204173,11.341
797.8905866,-45.97463917,439.6386038,0.004383699,11.326
798.8904495,-45.21039431,438.9920767,0.004539503,11.312
799.8903124,-44.44127257,438.3521008,0.004670754,11.298
800.8901753,-43.66041267,437.7281565,0.004776955,11.286
801.8900382,-42.86096102,437.1297138,0.004857476,11.276
802.8899011,-42.03954665,436.5614513,0.004911091,11.268
803.8897639,-41.20177479,436.0156986,0.004935824,11.263
804.8896268,-40.35467717,435.482823,0.004929127,11.259
805.8894897,-39.50528552,434.9531918,0.004888402,11.255
806.8893526,-38.65975412,434.4183634,0.00481201,11.251
807.8892155,-37.81886542,433.8771888,0.004700182,11.246
808.8890784,-36.98136982,433.3312777,0.004555421,11.241
809.8889413,-36.14601394,432.7822447,0.004382365,11.235
810.8888042,-35.31154431,432.2317065,0.00418695,11.229
811.8886671,-34.4767005,431.681449,0.003975162,11.224
812.88853,-33.64020902,431.1335759,0.003751881,11.218
813.8883929,-32.80079497,430.5902254,0.003520276,11.213
814.8882557,-31.95718344,430.0535361,0.003281736,11.209
815.8881186,-31.1083044,429.5253101,0.003036396,11.205
816.8879815,-30.25487108,429.0044241,0.002784192,11.169
817.8878444,-29.398515,428.4882482,0.002525765,11.132
818.8877073,-28.54087522,427.9741402,0.002263055,11.097
819.8875702,-27.68358566,427.459466,0.001999835,11.065
820.8874331,-26.82762984,426.9426403,0.001741849,11.034
821.887296,-25.97271607,426.4241338,0.001496369,11.005
