s,x,y,kappa,altitude (m),altitude_smooth,gradient_rad,gradient_deg
79.99173551,-80.10099682,-0.60267968,1.6e-05,5.982,4.41432023125123,0.03130385367827633,1.7935786982603117
80.99163221,-81.09911721,-0.662253871,1.74e-05,6.091,4.445418725315897,0.030869936209078224,1.7687170586182623
81.9915289,-82.09723654,-0.721845789,1.87e-05,6.2,4.476073342815034,0.03041700062313822,1.742765761152615
82.9914256,-83.09535695,-0.78141967,2e-05,6.261,4.506265208195335,0.02994534742856876,1.7157420237099223
83.99132229,-84.09347962,-0.840955716,2.13e-05,6.259,4.5359757570419275,0.02945528223750902,1.687663356575927
84.99121898,-85.09160274,-0.900484109,2.25e-05,6.258,4.565186727977296,0.028947119682015573,1.65854778683957
85.99111568,-86.08972394,-0.960044763,2.33e-05,6.255,4.593880189943021,0.028421164766454572,1.628412789963765
86.99101237,-87.08784192,-1.019659322,2.39e-05,6.253,4.622038493814598,0.02787771370210078,1.5972753376044002
87.99090907,-88.08595844,-1.079298338,2.45e-05,6.249,4.6496443042896685,0.027317125684594993,1.5651560101557127
88.99080576,-89.08407578,-1.138923562,2.56e-05,6.246,4.676680693667008,0.02673977504132646,1.5320762549972626
89.99070245,-90.08219497,-1.198517988,2.81e-05,6.241,4.703131077966352,0.02614600628442331,1.4980558112199829
90.99059915,-91.08031383,-1.25811776,3.25e-05,6.237,4.72897922208186,0.02553616977205692,1.463114752868411
91.99049584,-92.07842973,-1.317767117,3.95e-05,6.231,4.75420924458727,0.024910621371687564,1.427273469646087
92.99039254,-93.0765411,-1.377492329,4.94e-05,6.226,4.778805624877818,0.024269721572199105,1.3905526160446176
93.99028923,-94.07464876,-1.437279372,6.2e-05,6.219,4.802753204849992,0.023613832480525926,1.3529729392630754
94.99018592,-95.07275389,-1.497108822,7.72e-05,6.213,4.826037190054752,0.022943319382249524,1.314555368623597
95.99008262,-96.07085695,-1.556972704,9.43e-05,6.206,4.848643155671914,0.02225855027534548,1.2753209888570525
96.98997931,-97.06895704,-1.616886107,0.00011272,6.198,4.870557044360181,0.02155989840111716,1.235291185114865
97.989876,-98.06705308,-1.676866756,0.000132018,6.19,4.891765179433875,0.020847743559033446,1.1944877183036624
98.9897727,-99.06514476,-1.736919919,0.000151865,6.181,4.912254265233287,0.020122467778874102,1.152932477117474
99.98966939,-100.0632331,-1.797028295,0.000171988,6.172,4.932011389715963,0.019384455140481753,1.1106474677102778
100.9895661,-101.0613194,-1.857172394,0.000192101,6.162,4.951024026811875,0.018634088369633546,1.0676546186538154
101.9894628,-102.0594038,-1.917345812,0.000211912,6.152,4.9692800305261615,0.01787175207018777,1.023975966125951
102.9893595,-103.0574856,-1.977563497,0.000231138,6.141,4.986767644227413,0.017097827951389786,0.9796333804554452
103.9892562,-104.0555636,-2.037841875,0.000249525,6.13,5.003475486267028,0.01631269912620239,0.9346488123981427
104.9891529,-105.0536385,-2.098171552,0.00026685,6.118,5.019392566203258,0.015516758683188216,0.8890447842696576
105.9890496,-106.0517133,-2.158505137,0.000282918,6.106,5.034508288498235,0.014710407872289435,0.8428442859982059
106.9889463,-107.0497912,-2.218793492,0.000297556,6.093,5.048812464925299,0.01389405587268562,0.796070761823842
107.9888429,-108.0478716,-2.279040445,0.000310616,6.08,5.0622953164122455,0.013068085005704833,0.7487461171450812
108.9887396,-109.0459496,-2.339320202,0.000321965,6.066,5.074947421511536,0.01223286831587728,0.7008917258390753
109.9886363,-110.0440198,-2.39970806,0.000331495,6.052,5.086759746056344,0.011388809569125916,0.6525307219891205
110.988533,-111.042086,-2.460155805,0.000339118,6.037,5.0977236724613295,0.010536338489492121,0.6036877269691434
111.9884297,-112.0401625,-2.520466958,0.000344771,6.022,5.107831025972268,0.009675859298005211,0.5543859009381141
112.9883264,-113.0382623,-2.580469112,0.000348413,6.006,5.117073995902205,0.008807737045040018,0.5046461597418201
113.9882231,-114.0363397,-2.640855458,0.00035002,6.015,5.125445135864988,0.007932353143778596,0.45449035674584387
114.9881198,-115.0342862,-2.703250849,0.000349583,6.04,5.132937396087151,0.007050110681867827,0.4039415871711255
115.9880165,-116.0319961,-2.769237006,0.000347109,6.063,5.139544134269121,0.0061614107380355354,0.35302283113602184
116.9879132,-117.0294824,-2.83860807,0.000342624,6.087,5.1452591005390405,0.005266723505861285,0.30176102874819616
117.9878099,-118.0268678,-2.909506068,0.00033617,6.11,5.15007659056036,0.004366491728928108,0.2501815473463625
118.9877066,-119.0242738,-2.980092303,0.000327802,6.133,5.153991237376144,0.0034610161857860605,0.1983016202720073
119.9876033,-120.0217366,-3.049818299,0.000317587,6.155,5.156997935522094,0.00255062911029662,0.14614028312320446
120.9875,-121.0192243,-3.119167659,0.000305611,6.178,5.159091979698083,0.0016357307640667762,0.09372046920073569
121.9873967,-122.0167047,-3.18862579,0.000291976,6.2,5.1602690620256775,0.0007167187354523983,0.041064958639375794
122.9872934,-123.0141703,-3.258308839,0.000276798,6.221,5.160525269340317,-0.00020601204618822714,-0.011803620775439594
123.98719,-124.0116311,-3.328066066,0.000260204,6.243,5.159857080510163,-0.0011320681672694424,-0.06486272810564916
124.9870867,-125.0090968,-3.397751234,0.000242341,6.264,5.158261366037145,-0.002061053726754449,-0.11808967989273952
125.9869834,-126.0065689,-3.46734153,0.0002234,6.285,5.155735393034122,-0.002992569426775491,-0.17146159805411967
126.9868801,-127.0040435,-3.536894757,0.00020362,6.305,5.152276827583639,-0.003926223527576588,-0.22495603755510446
127.9867768,-128.0015169,-3.60646499,0.000183274,6.325,5.147883716791573,-0.004861621806233642,-0.2785504110859558
