s,x,y,kappa,altitude (m)
296.9693181,-296.7187567,-12.88309684,-0.017724402,-0.91
297.9692148,-297.7186153,-12.89024587,-0.01952602,-0.878
298.9691115,-298.7187237,-12.8798893,-0.021452568,-0.845
299.9690082,-299.7185569,-12.84321162,-0.023535944,-0.809
300.9689049,-300.7164597,-12.77862186,-0.025807699,-0.77
301.9688016,-301.7109358,-12.68623912,-0.028297579,-0.729
302.9686983,-302.7041654,-12.58124982,-0.031033354,-0.686
303.968595,-303.701057,-12.49001972,-0.034038033,-0.645
304.9684916,-304.7048892,-12.43142024,-0.03732404,-0.606
305.9683883,-305.7049024,-12.36003621,-0.0408852,-0.567
